glbElecChanId    rdoIdx    armIdx    refApvIdx    apvIdx    sigElecChanId
224    1    0    1    1    96
225    1    0    1    1    97
226    1    0    1    1    98
227    1    0    1    1    99
228    1    0    1    1    100
229    1    0    1    1    101
230    1    0    1    1    102
231    1    0    1    1    103
232    1    0    1    1    104
233    1    0    1    1    105
234    1    0    1    1    106
235    1    0    1    1    107
236    1    0    1    1    108
237    1    0    1    1    109
238    1    0    1    1    110
239    1    0    1    1    111
240    1    0    1    1    112
241    1    0    1    1    113
242    1    0    1    1    114
243    1    0    1    1    115
244    1    0    1    1    116
245    1    0    1    1    117
246    1    0    1    1    118
247    1    0    1    1    119
248    1    0    1    1    120
249    1    0    1    1    121
250    1    0    1    1    122
251    1    0    1    1    123
252    1    0    1    1    124
253    1    0    1    1    125
254    1    0    1    1    126
255    1    0    1    1    127
256    1    0    2    2    0
257    1    0    2    2    1
258    1    0    2    2    2
259    1    0    2    2    3
260    1    0    2    2    4
261    1    0    2    2    5
262    1    0    2    2    6
263    1    0    2    2    7
264    1    0    2    2    8
265    1    0    2    2    9
266    1    0    2    2    10
267    1    0    2    2    11
268    1    0    2    2    12
269    1    0    2    2    13
270    1    0    2    2    14
271    1    0    2    2    15
272    1    0    2    2    16
273    1    0    2    2    17
274    1    0    2    2    18
275    1    0    2    2    19
276    1    0    2    2    20
277    1    0    2    2    21
278    1    0    2    2    22
279    1    0    2    2    23
280    1    0    2    2    24
281    1    0    2    2    25
282    1    0    2    2    26
283    1    0    2    2    27
284    1    0    2    2    28
285    1    0    2    2    29
286    1    0    2    2    30
287    1    0    2    2    31
288    1    0    2    2    32
289    1    0    2    2    33
290    1    0    2    2    34
291    1    0    2    2    35
292    1    0    2    2    36
293    1    0    2    2    37
294    1    0    2    2    38
295    1    0    2    2    39
296    1    0    2    2    40
297    1    0    2    2    41
298    1    0    2    2    42
299    1    0    2    2    43
300    1    0    2    2    44
301    1    0    2    2    45
302    1    0    2    2    46
303    1    0    2    2    47
304    1    0    2    2    48
305    1    0    2    2    49
306    1    0    2    2    50
307    1    0    2    2    51
308    1    0    2    2    52
309    1    0    2    2    53
310    1    0    2    2    54
311    1    0    2    2    55
312    1    0    2    2    56
313    1    0    2    2    57
314    1    0    2    2    58
315    1    0    2    2    59
316    1    0    2    2    60
317    1    0    2    2    61
318    1    0    2    2    62
319    1    0    2    2    63
320    1    0    2    2    64
321    1    0    2    2    65
322    1    0    2    2    66
323    1    0    2    2    67
324    1    0    2    2    68
325    1    0    2    2    69
326    1    0    2    2    70
327    1    0    2    2    71
328    1    0    2    2    72
329    1    0    2    2    73
330    1    0    2    2    74
331    1    0    2    2    75
332    1    0    2    2    76
333    1    0    2    2    77
334    1    0    2    2    78
335    1    0    2    2    79
336    1    0    2    2    80
337    1    0    2    2    81
338    1    0    2    2    82
339    1    0    2    2    83
340    1    0    2    2    84
341    1    0    2    2    85
342    1    0    2    2    86
343    1    0    2    2    87
344    1    0    2    2    88
345    1    0    2    2    89
346    1    0    2    2    90
347    1    0    2    2    91
348    1    0    2    2    92
349    1    0    2    2    93
350    1    0    2    2    94
351    1    0    2    2    95
352    1    0    2    2    96
353    1    0    2    2    97
354    1    0    2    2    98
355    1    0    2    2    99
356    1    0    2    2    100
357    1    0    2    2    101
358    1    0    2    2    102
359    1    0    2    2    103
360    1    0    2    2    104
361    1    0    2    2    105
362    1    0    2    2    106
363    1    0    2    2    107
364    1    0    2    2    108
365    1    0    2    2    109
366    1    0    2    2    110
367    1    0    2    2    111
368    1    0    2    2    112
369    1    0    2    2    113
370    1    0    2    2    114
371    1    0    2    2    115
372    1    0    2    2    116
373    1    0    2    2    117
374    1    0    2    2    118
375    1    0    2    2    119
376    1    0    2    2    120
377    1    0    2    2    121
378    1    0    2    2    122
379    1    0    2    2    123
380    1    0    2    2    124
381    1    0    2    2    125
382    1    0    2    2    126
383    1    0    2    2    127
384    1    0    3    3    0
385    1    0    3    3    1
386    1    0    3    3    2
387    1    0    3    3    3
388    1    0    3    3    4
389    1    0    3    3    5
390    1    0    3    3    6
391    1    0    3    3    7
392    1    0    3    3    8
393    1    0    3    3    9
394    1    0    3    3    10
395    1    0    3    3    11
396    1    0    3    3    12
397    1    0    3    3    13
398    1    0    3    3    14
399    1    0    3    3    15
400    1    0    3    3    16
401    1    0    3    3    17
402    1    0    3    3    18
403    1    0    3    3    19
404    1    0    3    3    20
405    1    0    3    3    21
406    1    0    3    3    22
407    1    0    3    3    23
408    1    0    3    3    24
409    1    0    3    3    25
410    1    0    3    3    26
411    1    0    3    3    27
412    1    0    3    3    28
413    1    0    3    3    29
414    1    0    3    3    30
415    1    0    3    3    31
416    1    0    3    3    32
417    1    0    3    3    33
418    1    0    3    3    34
419    1    0    3    3    35
420    1    0    3    3    36
421    1    0    3    3    37
422    1    0    3    3    38
423    1    0    3    3    39
424    1    0    3    3    40
425    1    0    3    3    41
426    1    0    3    3    42
427    1    0    3    3    43
428    1    0    3    3    44
429    1    0    3    3    45
430    1    0    3    3    46
431    1    0    3    3    47
432    1    0    3    3    48
433    1    0    3    3    49
434    1    0    3    3    50
435    1    0    3    3    51
436    1    0    3    3    52
437    1    0    3    3    53
438    1    0    3    3    54
439    1    0    3    3    55
440    1    0    3    3    56
441    1    0    3    3    57
442    1    0    3    3    58
443    1    0    3    3    59
444    1    0    3    3    60
445    1    0    3    3    61
446    1    0    3    3    62
447    1    0    3    3    63
448    1    0    3    3    64
449    1    0    3    3    65
450    1    0    3    3    66
451    1    0    3    3    67
452    1    0    3    3    68
453    1    0    3    3    69
454    1    0    3    3    70
455    1    0    3    3    71
456    1    0    3    3    72
457    1    0    3    3    73
458    1    0    3    3    74
459    1    0    3    3    75
460    1    0    3    3    76
461    1    0    3    3    77
462    1    0    3    3    78
463    1    0    3    3    79
464    1    0    3    3    80
465    1    0    3    3    81
466    1    0    3    3    82
467    1    0    3    3    83
468    1    0    3    3    84
469    1    0    3    3    85
470    1    0    3    3    86
471    1    0    3    3    87
472    1    0    3    3    88
473    1    0    3    3    89
474    1    0    3    3    90
475    1    0    3    3    91
476    1    0    3    3    92
477    1    0    3    3    93
478    1    0    3    3    94
479    1    0    3    3    95
480    1    0    3    3    96
481    1    0    3    3    97
482    1    0    3    3    98
483    1    0    3    3    99
484    1    0    3    3    100
485    1    0    3    3    101
486    1    0    3    3    102
487    1    0    3    3    103
488    1    0    3    3    104
489    1    0    3    3    105
490    1    0    3    3    106
491    1    0    3    3    107
492    1    0    3    3    108
493    1    0    3    3    109
494    1    0    3    3    110
495    1    0    3    3    111
496    1    0    3    3    112
497    1    0    3    3    113
498    1    0    3    3    114
499    1    0    3    3    115
500    1    0    3    3    116
501    1    0    3    3    117
502    1    0    3    3    118
503    1    0    3    3    119
504    1    0    3    3    120
505    1    0    3    3    121
506    1    0    3    3    122
507    1    0    3    3    123
508    1    0    3    3    124
509    1    0    3    3    125
510    1    0    3    3    126
511    1    0    3    3    127
512    1    0    4    4    0
513    1    0    4    4    1
514    1    0    4    4    2
515    1    0    4    4    3
516    1    0    4    4    4
517    1    0    4    4    5
518    1    0    4    4    6
519    1    0    4    4    7
520    1    0    4    4    8
521    1    0    4    4    9
522    1    0    4    4    10
523    1    0    4    4    11
524    1    0    4    4    12
525    1    0    4    4    13
526    1    0    4    4    14
527    1    0    4    4    15
528    1    0    4    4    16
529    1    0    4    4    17
530    1    0    4    4    18
531    1    0    4    4    19
532    1    0    4    4    20
533    1    0    4    4    21
534    1    0    4    4    22
535    1    0    4    4    23
536    1    0    4    4    24
537    1    0    4    4    25
538    1    0    4    4    26
539    1    0    4    4    27
540    1    0    4    4    28
541    1    0    4    4    29
542    1    0    4    4    30
543    1    0    4    4    31
544    1    0    4    4    32
545    1    0    4    4    33
546    1    0    4    4    34
547    1    0    4    4    35
548    1    0    4    4    36
549    1    0    4    4    37
550    1    0    4    4    38
551    1    0    4    4    39
552    1    0    4    4    40
553    1    0    4    4    41
554    1    0    4    4    42
555    1    0    4    4    43
556    1    0    4    4    44
557    1    0    4    4    45
558    1    0    4    4    46
559    1    0    4    4    47
560    1    0    4    4    48
561    1    0    4    4    49
562    1    0    4    4    50
563    1    0    4    4    51
564    1    0    4    4    52
565    1    0    4    4    53
566    1    0    4    4    54
567    1    0    4    4    55
568    1    0    4    4    56
569    1    0    4    4    57
570    1    0    4    4    58
571    1    0    4    4    59
572    1    0    4    4    60
573    1    0    4    4    61
574    1    0    4    4    62
575    1    0    4    4    63
576    1    0    4    4    64
577    1    0    4    4    65
578    1    0    4    4    66
579    1    0    4    4    67
580    1    0    4    4    68
581    1    0    4    4    69
582    1    0    4    4    70
583    1    0    4    4    71
584    1    0    4    4    72
585    1    0    4    4    73
586    1    0    4    4    74
587    1    0    4    4    75
588    1    0    4    4    76
589    1    0    4    4    77
590    1    0    4    4    78
591    1    0    4    4    79
592    1    0    4    4    80
593    1    0    4    4    81
594    1    0    4    4    82
595    1    0    4    4    83
596    1    0    4    4    84
597    1    0    4    4    85
598    1    0    4    4    86
599    1    0    4    4    87
600    1    0    4    4    88
601    1    0    4    4    89
602    1    0    4    4    90
603    1    0    4    4    91
604    1    0    4    4    92
605    1    0    4    4    93
606    1    0    4    4    94
607    1    0    4    4    95
608    1    0    4    4    96
609    1    0    4    4    97
610    1    0    4    4    98
611    1    0    4    4    99
612    1    0    4    4    100
613    1    0    4    4    101
614    1    0    4    4    102
615    1    0    4    4    103
616    1    0    4    4    104
617    1    0    4    4    105
618    1    0    4    4    106
619    1    0    4    4    107
620    1    0    4    4    108
621    1    0    4    4    109
622    1    0    4    4    110
623    1    0    4    4    111
624    1    0    4    4    112
625    1    0    4    4    113
626    1    0    4    4    114
627    1    0    4    4    115
628    1    0    4    4    116
629    1    0    4    4    117
630    1    0    4    4    118
631    1    0    4    4    119
632    1    0    4    4    120
633    1    0    4    4    121
634    1    0    4    4    122
635    1    0    4    4    123
636    1    0    4    4    124
637    1    0    4    4    125
638    1    0    4    4    126
639    1    0    4    4    127
640    1    0    5    5    0
641    1    0    5    5    1
642    1    0    5    5    2
643    1    0    5    5    3
644    1    0    5    5    4
645    1    0    5    5    5
646    1    0    5    5    6
647    1    0    5    5    7
648    1    0    5    5    8
649    1    0    5    5    9
650    1    0    5    5    10
651    1    0    5    5    11
652    1    0    5    5    12
653    1    0    5    5    13
654    1    0    5    5    14
655    1    0    5    5    15
656    1    0    5    5    16
657    1    0    5    5    17
658    1    0    5    5    18
659    1    0    5    5    19
660    1    0    5    5    20
661    1    0    5    5    21
662    1    0    5    5    22
663    1    0    5    5    23
664    1    0    5    5    24
665    1    0    5    5    25
666    1    0    5    5    26
667    1    0    5    5    27
668    1    0    5    5    28
669    1    0    5    5    29
670    1    0    5    5    30
671    1    0    5    5    31
672    1    0    5    5    32
673    1    0    5    5    33
674    1    0    5    5    34
675    1    0    5    5    35
676    1    0    5    5    36
677    1    0    5    5    37
678    1    0    5    5    38
679    1    0    5    5    39
680    1    0    5    5    40
681    1    0    5    5    41
682    1    0    5    5    42
683    1    0    5    5    43
684    1    0    5    5    44
685    1    0    5    5    45
686    1    0    5    5    46
687    1    0    5    5    47
688    1    0    5    5    48
689    1    0    5    5    49
690    1    0    5    5    50
691    1    0    5    5    51
692    1    0    5    5    52
693    1    0    5    5    53
694    1    0    5    5    54
695    1    0    5    5    55
696    1    0    5    5    56
697    1    0    5    5    57
698    1    0    5    5    58
699    1    0    5    5    59
700    1    0    5    5    60
701    1    0    5    5    61
702    1    0    5    5    62
703    1    0    5    5    63
704    1    0    5    5    64
705    1    0    5    5    65
706    1    0    5    5    66
707    1    0    5    5    67
708    1    0    5    5    68
709    1    0    5    5    69
710    1    0    5    5    70
711    1    0    5    5    71
712    1    0    5    5    72
713    1    0    5    5    73
714    1    0    5    5    74
715    1    0    5    5    75
716    1    0    5    5    76
717    1    0    5    5    77
718    1    0    5    5    78
719    1    0    5    5    79
720    1    0    5    5    80
721    1    0    5    5    81
722    1    0    5    5    82
723    1    0    5    5    83
724    1    0    5    5    84
725    1    0    5    5    85
726    1    0    5    5    86
727    1    0    5    5    87
728    1    0    5    5    88
729    1    0    5    5    89
730    1    0    5    5    90
731    1    0    5    5    91
732    1    0    5    5    92
733    1    0    5    5    93
734    1    0    5    5    94
735    1    0    5    5    95
736    1    0    5    5    96
737    1    0    5    5    97
738    1    0    5    5    98
739    1    0    5    5    99
740    1    0    5    5    100
741    1    0    5    5    101
742    1    0    5    5    102
743    1    0    5    5    103
744    1    0    5    5    104
745    1    0    5    5    105
746    1    0    5    5    106
747    1    0    5    5    107
748    1    0    5    5    108
749    1    0    5    5    109
750    1    0    5    5    110
751    1    0    5    5    111
752    1    0    5    5    112
753    1    0    5    5    113
754    1    0    5    5    114
755    1    0    5    5    115
756    1    0    5    5    116
757    1    0    5    5    117
758    1    0    5    5    118
759    1    0    5    5    119
760    1    0    5    5    120
761    1    0    5    5    121
762    1    0    5    5    122
763    1    0    5    5    123
764    1    0    5    5    124
765    1    0    5    5    125
766    1    0    5    5    126
767    1    0    5    5    127
768    1    0    6    6    0
769    1    0    6    6    1
770    1    0    6    6    2
771    1    0    6    6    3
772    1    0    6    6    4
773    1    0    6    6    5
774    1    0    6    6    6
775    1    0    6    6    7
776    1    0    6    6    8
777    1    0    6    6    9
778    1    0    6    6    10
779    1    0    6    6    11
780    1    0    6    6    12
781    1    0    6    6    13
782    1    0    6    6    14
783    1    0    6    6    15
784    1    0    6    6    16
785    1    0    6    6    17
786    1    0    6    6    18
787    1    0    6    6    19
788    1    0    6    6    20
789    1    0    6    6    21
790    1    0    6    6    22
791    1    0    6    6    23
792    1    0    6    6    24
793    1    0    6    6    25
794    1    0    6    6    26
795    1    0    6    6    27
796    1    0    6    6    28
797    1    0    6    6    29
798    1    0    6    6    30
799    1    0    6    6    31
800    1    0    6    6    32
801    1    0    6    6    33
802    1    0    6    6    34
803    1    0    6    6    35
804    1    0    6    6    36
805    1    0    6    6    37
806    1    0    6    6    38
807    1    0    6    6    39
808    1    0    6    6    40
809    1    0    6    6    41
810    1    0    6    6    42
811    1    0    6    6    43
812    1    0    6    6    44
813    1    0    6    6    45
814    1    0    6    6    46
815    1    0    6    6    47
816    1    0    6    6    48
817    1    0    6    6    49
818    1    0    6    6    50
819    1    0    6    6    51
820    1    0    6    6    52
821    1    0    6    6    53
822    1    0    6    6    54
823    1    0    6    6    55
824    1    0    6    6    56
825    1    0    6    6    57
826    1    0    6    6    58
827    1    0    6    6    59
828    1    0    6    6    60
829    1    0    6    6    61
830    1    0    6    6    62
831    1    0    6    6    63
832    1    0    6    6    64
833    1    0    6    6    65
834    1    0    6    6    66
835    1    0    6    6    67
836    1    0    6    6    68
837    1    0    6    6    69
838    1    0    6    6    70
839    1    0    6    6    71
840    1    0    6    6    72
841    1    0    6    6    73
842    1    0    6    6    74
843    1    0    6    6    75
844    1    0    6    6    76
845    1    0    6    6    77
846    1    0    6    6    78
847    1    0    6    6    79
848    1    0    6    6    80
849    1    0    6    6    81
850    1    0    6    6    82
851    1    0    6    6    83
852    1    0    6    6    84
853    1    0    6    6    85
854    1    0    6    6    86
855    1    0    6    6    87
856    1    0    6    6    88
857    1    0    6    6    89
858    1    0    6    6    90
859    1    0    6    6    91
860    1    0    6    6    92
861    1    0    6    6    93
862    1    0    6    6    94
863    1    0    6    6    95
864    1    0    6    6    96
865    1    0    6    6    97
866    1    0    6    6    98
867    1    0    6    6    99
868    1    0    6    6    100
869    1    0    6    6    101
870    1    0    6    6    102
871    1    0    6    6    103
872    1    0    6    6    104
873    1    0    6    6    105
874    1    0    6    6    106
875    1    0    6    6    107
876    1    0    6    6    108
877    1    0    6    6    109
878    1    0    6    6    110
879    1    0    6    6    111
880    1    0    6    6    112
881    1    0    6    6    113
882    1    0    6    6    114
883    1    0    6    6    115
884    1    0    6    6    116
885    1    0    6    6    117
886    1    0    6    6    118
887    1    0    6    6    119
888    1    0    6    6    120
889    1    0    6    6    121
890    1    0    6    6    122
891    1    0    6    6    123
892    1    0    6    6    124
893    1    0    6    6    125
894    1    0    6    6    126
895    1    0    6    6    127
896    1    0    7    7    0
897    1    0    7    7    1
898    1    0    7    7    2
899    1    0    7    7    3
900    1    0    7    7    4
901    1    0    7    7    5
902    1    0    7    7    6
903    1    0    7    7    7
904    1    0    7    7    8
905    1    0    7    7    9
906    1    0    7    7    10
907    1    0    7    7    11
908    1    0    7    7    12
909    1    0    7    7    13
910    1    0    7    7    14
911    1    0    7    7    15
912    1    0    7    7    16
913    1    0    7    7    17
914    1    0    7    7    18
915    1    0    7    7    19
916    1    0    7    7    20
917    1    0    7    7    21
918    1    0    7    7    22
919    1    0    7    7    23
920    1    0    7    7    24
921    1    0    7    7    25
922    1    0    7    7    26
923    1    0    7    7    27
924    1    0    7    7    28
925    1    0    7    7    29
926    1    0    7    7    30
927    1    0    7    7    31
928    1    0    7    7    32
929    1    0    7    7    33
930    1    0    7    7    34
931    1    0    7    7    35
932    1    0    7    7    36
933    1    0    7    7    37
934    1    0    7    7    38
935    1    0    7    7    39
936    1    0    7    7    40
937    1    0    7    7    41
938    1    0    7    7    42
939    1    0    7    7    43
940    1    0    7    7    44
941    1    0    7    7    45
942    1    0    7    7    46
943    1    0    7    7    47
944    1    0    7    7    48
945    1    0    7    7    49
946    1    0    7    7    50
947    1    0    7    7    51
948    1    0    7    7    52
949    1    0    7    7    53
950    1    0    7    7    54
951    1    0    7    7    55
952    1    0    7    7    56
953    1    0    7    7    57
954    1    0    7    7    58
955    1    0    7    7    59
956    1    0    7    7    60
957    1    0    7    7    61
958    1    0    7    7    62
959    1    0    7    7    63
960    1    0    7    7    64
961    1    0    7    7    65
962    1    0    7    7    66
963    1    0    7    7    67
964    1    0    7    7    68
965    1    0    7    7    69
966    1    0    7    7    70
967    1    0    7    7    71
968    1    0    7    7    72
969    1    0    7    7    73
970    1    0    7    7    74
971    1    0    7    7    75
972    1    0    7    7    76
973    1    0    7    7    77
974    1    0    7    7    78
975    1    0    7    7    79
976    1    0    7    7    80
977    1    0    7    7    81
978    1    0    7    7    82
979    1    0    7    7    83
980    1    0    7    7    84
981    1    0    7    7    85
982    1    0    7    7    86
983    1    0    7    7    87
984    1    0    7    7    88
985    1    0    7    7    89
986    1    0    7    7    90
987    1    0    7    7    91
988    1    0    7    7    92
989    1    0    7    7    93
990    1    0    7    7    94
991    1    0    7    7    95
992    1    0    7    7    96
993    1    0    7    7    97
994    1    0    7    7    98
995    1    0    7    7    99
996    1    0    7    7    100
997    1    0    7    7    101
998    1    0    7    7    102
999    1    0    7    7    103
1000    1    0    7    7    104
1001    1    0    7    7    105
1002    1    0    7    7    106
1003    1    0    7    7    107
1004    1    0    7    7    108
1005    1    0    7    7    109
1006    1    0    7    7    110
1007    1    0    7    7    111
1008    1    0    7    7    112
1009    1    0    7    7    113
1010    1    0    7    7    114
1011    1    0    7    7    115
1012    1    0    7    7    116
1013    1    0    7    7    117
1014    1    0    7    7    118
1015    1    0    7    7    119
1016    1    0    7    7    120
1017    1    0    7    7    121
1018    1    0    7    7    122
1019    1    0    7    7    123
1020    1    0    7    7    124
1021    1    0    7    7    125
1022    1    0    7    7    126
1023    1    0    7    7    127
1024    1    0    8    12    0
1025    1    0    8    12    1
1026    1    0    8    12    2
1027    1    0    8    12    3
1028    1    0    8    12    4
1029    1    0    8    12    5
1030    1    0    8    12    6
1031    1    0    8    12    7
1032    1    0    8    12    8
1033    1    0    8    12    9
1034    1    0    8    12    10
1035    1    0    8    12    11
1036    1    0    8    12    12
1037    1    0    8    12    13
1038    1    0    8    12    14
1039    1    0    8    12    15
1040    1    0    8    12    16
1041    1    0    8    12    17
1042    1    0    8    12    18
1043    1    0    8    12    19
1044    1    0    8    12    20
1045    1    0    8    12    21
1046    1    0    8    12    22
1047    1    0    8    12    23
1048    1    0    8    12    24
1049    1    0    8    12    25
1050    1    0    8    12    26
1051    1    0    8    12    27
1052    1    0    8    12    28
1053    1    0    8    12    29
1054    1    0    8    12    30
1055    1    0    8    12    31
1056    1    0    8    12    32
1057    1    0    8    12    33
1058    1    0    8    12    34
1059    1    0    8    12    35
1060    1    0    8    12    36
1061    1    0    8    12    37
1062    1    0    8    12    38
1063    1    0    8    12    39
1064    1    0    8    12    40
1065    1    0    8    12    41
1066    1    0    8    12    42
1067    1    0    8    12    43
1068    1    0    8    12    44
1069    1    0    8    12    45
1070    1    0    8    12    46
1071    1    0    8    12    47
1072    1    0    8    12    48
1073    1    0    8    12    49
1074    1    0    8    12    50
1075    1    0    8    12    51
1076    1    0    8    12    52
1077    1    0    8    12    53
1078    1    0    8    12    54
1079    1    0    8    12    55
1080    1    0    8    12    56
1081    1    0    8    12    57
1082    1    0    8    12    58
1083    1    0    8    12    59
1084    1    0    8    12    60
1085    1    0    8    12    61
1086    1    0    8    12    62
1087    1    0    8    12    63
1088    1    0    8    12    64
1089    1    0    8    12    65
1090    1    0    8    12    66
1091    1    0    8    12    67
1092    1    0    8    12    68
1093    1    0    8    12    69
1094    1    0    8    12    70
1095    1    0    8    12    71
1096    1    0    8    12    72
1097    1    0    8    12    73
1098    1    0    8    12    74
1099    1    0    8    12    75
1100    1    0    8    12    76
1101    1    0    8    12    77
1102    1    0    8    12    78
1103    1    0    8    12    79
1104    1    0    8    12    80
1105    1    0    8    12    81
1106    1    0    8    12    82
1107    1    0    8    12    83
1108    1    0    8    12    84
1109    1    0    8    12    85
1110    1    0    8    12    86
1111    1    0    8    12    87
1112    1    0    8    12    88
1113    1    0    8    12    89
1114    1    0    8    12    90
1115    1    0    8    12    91
1116    1    0    8    12    92
1117    1    0    8    12    93
1118    1    0    8    12    94
1119    1    0    8    12    95
1120    1    0    8    12    96
1121    1    0    8    12    97
1122    1    0    8    12    98
1123    1    0    8    12    99
1124    1    0    8    12    100
1125    1    0    8    12    101
1126    1    0    8    12    102
1127    1    0    8    12    103
1128    1    0    8    12    104
1129    1    0    8    12    105
1130    1    0    8    12    106
1131    1    0    8    12    107
1132    1    0    8    12    108
1133    1    0    8    12    109
1134    1    0    8    12    110
1135    1    0    8    12    111
1136    1    0    8    12    112
1137    1    0    8    12    113
1138    1    0    8    12    114
1139    1    0    8    12    115
1140    1    0    8    12    116
1141    1    0    8    12    117
1142    1    0    8    12    118
1143    1    0    8    12    119
1144    1    0    8    12    120
1145    1    0    8    12    121
1146    1    0    8    12    122
